date      <=_0   Lo_30  Med_40   Hi_30   Lo_20   Qnt_2   Qnt_3   Qnt_4   Hi_20   Lo_10   Dec_2   Dec_3   Dec_4   Dec_5   Dec_6   Dec_7   Dec_8   Dec_9   Hi_10
200301   -1.86   -2.57   -2.93   -3.36   -3.08   -2.50   -2.92   -3.37   -2.45   -2.69   -3.39   -0.67   -3.85   -3.83   -1.74   -2.50   -4.40   -1.34   -5.32
200302   -1.07   -0.67   -2.84   -2.32   -0.51   -2.84   -2.51   -1.58   -4.25   -2.41    1.05   -1.27   -4.03   -2.21   -2.89   -2.84   -0.08   -5.38   -1.23
200303    1.07    2.12    1.45   -0.06    2.49   -0.69    2.82    1.36   -2.11    2.05    2.83    0.73   -1.79    2.82    2.83    0.61    2.23   -0.95   -5.11
200304    9.42    8.82    6.48    9.51    8.87    8.86    5.47    7.91   10.07    8.03    9.53    8.64    9.04    2.68    8.89    7.03    8.91   11.90    5.12
200305    9.59    4.67    4.78    5.50    4.29    5.42    4.94    3.37    8.66    4.46    4.16    6.14    4.84    5.01    4.87    4.49    2.12    5.98   16.34
200306    2.24    0.18    0.90    2.36    0.33    0.02    1.07    1.43    2.63   -0.73    1.14   -0.35    0.31    1.46    0.62    0.90    2.05    2.42    3.21
200307    4.64    4.06    1.22   -0.80    4.77    3.07    0.54    1.38   -2.74    6.40    2.41    1.56    4.41    0.78    0.11    0.80    2.49   -2.25   -3.85
200308    4.53    3.95    0.67    0.47    4.65    1.11   -0.58    1.95    0.20    3.90    5.78    1.37    0.89   -2.49    2.85    2.51    0.90   -0.39    1.56
200309   -2.87   -1.10   -0.01   -0.84   -1.80    0.38    0.58   -1.11   -0.07   -0.47   -3.75    1.55   -0.62    1.27   -0.59   -0.61   -2.06   -1.48    3.15
200310    7.84    6.45    4.81    5.64    6.90    6.29    5.53    3.19    6.20    5.54    8.96    4.81    7.58    5.70    5.25    2.40    4.74    5.75    7.18
200311    2.89    0.33    0.91    1.59   -0.01    1.39    1.28    0.62    1.70    0.56   -0.85    1.64    1.17    1.57    0.77    0.20    1.43    0.60    4.05
200312    2.65    2.60    5.56    7.49    2.29    3.45    5.12    7.32    7.76    3.97   -0.23    3.78    3.17    4.66    5.93    7.47    7.04    7.76    7.74
200401    4.29    1.29    1.59    1.05    0.61    2.37    1.27    1.50    1.71    0.74    0.40    3.80    1.15    2.20   -0.35    2.31   -0.03    1.52    2.11
200402   -0.34    2.36    2.07    1.87    2.54    3.16    1.48    1.63    2.24    0.90    5.11    1.70    4.45    1.30    1.81    1.83    1.26    2.06    2.61
200403   -0.80   -1.06   -1.61   -1.31   -1.09   -0.69   -1.42   -1.85   -1.68   -1.89    0.11   -0.96   -0.47   -1.10   -1.99   -2.46   -0.68   -1.81   -1.42
200404   -3.25   -1.95   -0.71   -1.13   -1.92   -1.86   -0.33   -1.20   -0.62   -0.62   -3.82   -2.09   -1.67   -0.64    0.21   -0.81   -1.95    0.33   -2.83
200405    1.85    1.50    1.18   -0.13    1.57    1.09    0.72    2.20   -1.81    2.42    0.28    1.24    0.98    0.90    0.41    1.99    2.61   -0.88   -4.04
200406    1.94    1.49    1.60    3.04    1.42    2.07    0.80    2.62    3.13    2.92   -0.92    1.77    2.32   -0.02    2.25    2.48    2.89    3.18    3.01
200407   -8.13   -3.86   -3.95    0.01   -4.50   -2.96   -4.31   -0.35   -0.58   -5.14   -4.03   -2.43   -3.91   -4.66   -4.12   -2.84    0.99   -1.10    0.64
200408   -2.16   -1.17    1.02    2.47   -1.78   -0.04    1.46    0.96    3.31   -1.01   -2.33    0.14   -0.38   -0.17    2.34    0.69    1.10    3.61    2.62
200409    3.87    2.52    0.63    0.08    2.14    3.21   -0.52    2.17   -1.07    3.21    1.36    3.34    2.97    1.94   -1.82    2.51    2.00   -1.58    0.12
200410    2.54    1.95    0.49    1.24    1.91    2.40    0.34    0.50    1.21    0.25    3.15    2.04    3.05    1.32   -0.19   -0.99    1.28    1.25    1.12
200411    6.66    4.04    4.32    3.84    4.61    3.43    4.26    4.27    3.60    5.18    4.20    2.83    4.52    5.95    3.33    4.31    4.25    2.55    5.98
200412    5.30    2.83    3.07    3.16    2.80    2.94    3.11    2.89    3.36    3.15    2.54    2.88    3.05    2.92    3.22    2.96    2.85    3.36    3.36
200501   -4.65   -1.57   -2.18   -1.79   -1.60   -1.35   -2.50   -2.01   -1.67   -1.62   -1.59   -1.49   -1.11   -1.54   -3.06   -2.03   -2.00   -1.26   -2.58
200502    0.41    1.47    2.98    3.40    2.03    0.95    2.70    5.23    2.07    3.02    1.28    0.29    2.12    2.56    2.79    4.54    5.59    2.17    1.84
200503   -1.89   -2.59   -0.28   -2.12   -2.85   -1.51   -0.12   -1.41   -2.28   -4.54   -1.55   -2.04   -0.59    0.38   -0.41   -0.51   -1.87   -2.76   -1.20
200504   -3.90   -3.51   -1.91   -0.45   -2.62   -5.18   -1.31   -1.65    0.35   -4.21   -1.43   -5.39   -4.81   -2.21   -0.79   -1.50   -1.73    0.15    0.79
200505    7.21    5.15    2.34    1.32    5.83    3.16    2.33    1.69    1.33    5.83    5.82    3.69    2.24    3.09    1.89    2.43    1.30    1.25    1.53
200506    1.10    0.80    0.57    0.28    0.70    1.56   -0.20    0.47    0.50    1.99   -0.23    1.02    2.51    0.19   -0.42    1.49   -0.08    0.28    0.99
200507    6.00    5.82    4.20    1.40    5.46    6.62    3.59    2.32    1.37    5.76    5.09    6.33    7.03    4.39    3.03    3.25    1.44   -0.02    3.04
200508   -1.08   -0.96   -0.84   -0.81    0.12   -2.47   -0.26   -0.91   -0.52   -0.07    0.34   -2.43   -2.53    0.19   -0.57   -0.53   -1.29   -1.36    0.46
200509    0.46    1.50    1.77   -0.47    2.12    0.98    1.51    0.99   -0.62    1.92    2.36    0.63    1.47    1.91    1.23    2.25   -0.23    0.34   -1.71
200510   -1.72   -2.04   -2.22   -0.95   -2.27   -0.59   -1.65   -3.85    0.25   -3.07   -1.32   -1.71    0.97   -1.56   -1.71   -4.76   -2.95    1.36   -1.05
200511    4.23    5.19    3.42    3.21    4.29    5.73    3.09    2.70    3.66    5.38    3.02    6.45    4.75    4.00    2.48    2.98    2.43    4.17    3.05
200512    0.06    0.45   -0.31    0.15    2.06   -1.62   -0.08    0.39   -0.14    1.66    2.54   -1.76   -1.43    0.67   -0.59    0.14    0.64    0.30   -0.67
200601    4.71    2.59    4.26    1.55    2.49    3.53    3.34    3.25    1.62    2.26    2.77    2.73    4.65    5.26    2.02    5.16    1.44   -0.64    4.37
200602   -0.37   -1.05    0.15    1.22   -1.24   -1.09    1.47    0.36    1.29   -0.56   -2.05   -0.77   -1.51    2.34    0.86   -0.39    1.11    2.17    0.26
200603    2.74    1.36    2.32    0.82    1.42    2.51    2.59    0.85    0.77    1.09    1.80    1.28    4.20    3.15    2.18    0.79    0.91    0.25    1.38
200604   -0.19    0.49    1.90    1.71   -0.39    0.94    1.96    1.88    2.31   -1.32    0.81    1.69   -0.06    2.04    1.89    3.09    0.70    5.75   -1.74
200605   -4.53   -4.32   -1.68   -2.17   -4.67   -2.73   -1.15   -1.97   -2.68   -5.02   -4.22   -3.86   -1.20   -1.73   -0.74   -2.64   -1.31   -2.90   -2.41
200606   -0.80   -0.11    0.25    0.70    0.48   -0.79    0.36    0.08    1.41    1.08   -0.27   -0.90   -0.64   -0.19    0.76    0.67   -0.50   -0.46    3.75
200607   -3.92   -2.07    0.03    3.61   -1.65   -2.18    0.44    1.49    4.27   -2.52   -0.77   -2.81   -1.53   -1.37    2.39    0.31    2.50    3.78    5.50
200608    4.40    0.58    2.36    2.14    0.07    2.65    1.75    2.13    2.38    0.24   -0.10    1.47    3.83    1.71    1.79    2.60    1.73    2.01    3.30
200609    2.40    1.33    2.79    2.03    0.81    2.81    3.22    1.86    1.89    0.48    1.13    2.22    3.39    4.53    1.86    1.39    2.27    2.41    0.64
200610    4.94    3.21    3.89    2.31    3.21    4.20    3.66    2.42    2.76    2.55    3.83    3.23    5.14    3.51    3.81    3.45    1.55    1.79    5.18
200611    3.34    2.01    2.11    0.97    1.99    1.97    2.44    1.35    0.84    1.45    2.50    2.05    1.90    1.18    3.76    1.52    1.21    0.65    1.29
200612   -0.53    0.46    1.61    2.84    0.42    1.70    0.89    2.56    2.84   -0.05    0.87    0.51    2.83    1.05    0.72    2.25    2.83    2.88    2.74
200701    2.67    2.89    1.29    1.09    3.11    2.27    1.76   -0.10    1.65    3.27    2.96    2.51    2.05    3.05    0.44   -0.37    0.14    1.04    3.06
200702   -1.41   -0.92   -2.26   -1.29   -0.92   -1.92   -2.39   -1.10   -1.59    0.60   -2.33   -0.92   -2.85   -2.62   -2.14   -1.46   -0.79   -1.73   -1.27
200703    1.32    1.09    0.50    1.65    1.29    0.80    0.60    0.95    1.60    0.46    2.06    0.76    0.83   -1.10    2.36    0.03    1.73    0.86    3.31
200704    3.63    3.63    4.99    3.65    4.03    4.29    4.84    4.62    3.19    3.52    4.49    2.95    5.55    5.05    4.63    4.86    4.42    3.72    1.98
200705    3.53    4.21    4.00    2.62    4.81    4.08    3.96    2.87    2.71    5.65    4.06    3.19    4.89    3.37    4.54    3.35    2.46    1.63    5.20
200706   -0.57   -2.08   -1.38   -2.51   -2.70   -1.96   -0.79   -1.34   -3.29   -3.32   -2.14   -0.99   -2.84   -1.43   -0.14   -1.48   -1.21   -4.35   -0.94
200707   -2.79   -3.98   -2.80   -4.05   -4.38   -3.91   -2.38   -2.49   -4.98   -3.49   -4.97   -3.30   -4.50   -2.40   -2.36   -2.43   -2.55   -5.33   -4.19
200708    1.80    0.55    0.69    2.65   -0.09    0.55    0.28    1.91    3.31   -0.35    0.08    1.63   -0.50    0.45    0.14    2.23    1.61    3.15    3.66
200709    4.40    4.15    3.31    2.69    4.50    3.09    3.38    4.13    1.48    1.89    6.33    3.58    2.60    2.84    3.83    3.61    4.62    1.09    2.37
200710    4.34    1.86    2.23   -0.13    3.14    0.40    3.65    0.44   -0.51    3.47    2.92   -0.19    1.02    6.98    0.93    0.41    0.47   -0.26   -1.06
200711   -6.06   -3.88   -3.14   -4.80   -4.39   -4.12   -4.10   -2.05   -5.30   -2.64   -5.58   -3.03   -5.19   -6.10   -2.36   -0.04   -4.00   -5.23   -5.47
200712   -0.68    0.44    0.25   -2.37    1.21   -1.26    1.50   -0.96   -3.18    0.33    1.83   -0.85   -1.69    1.38    1.61   -0.83   -1.09   -2.24   -5.28
200801   -9.20   -6.98   -5.52   -2.86   -6.50   -6.08   -5.74   -4.70   -2.42   -6.91   -6.22   -7.79   -4.34   -5.43   -6.00   -5.85   -3.53   -3.53    0.16
200802   -2.05   -0.75   -2.58   -5.79   -1.90   -1.44   -2.53   -2.82   -7.04   -3.14   -1.05    1.24   -4.07   -5.18   -0.29   -1.78   -3.85   -7.29   -6.49
200803   -1.74   -3.25    0.33    0.85   -2.96   -2.65   -0.01    3.01   -1.23   -4.00   -2.27   -3.73   -1.52   -0.30    0.21    2.09    3.94   -0.26   -3.37
200804    5.85    6.41    4.84    1.88    6.25    6.27    6.18    1.52    2.36    5.22    6.92    6.67    5.85    4.66    7.40    1.83    1.22    1.99    3.20
200805    4.84    4.45    1.28   -1.40    4.82    2.36    0.88    0.17   -1.01    3.80    5.48    3.82    0.85    1.33    0.53    2.31   -1.95    0.17   -3.69
200806   -8.20   -5.76   -7.60  -11.27   -5.81   -8.16   -6.99   -7.92  -12.82   -8.40   -4.16   -5.67  -10.80   -9.77   -4.84   -6.84   -9.04  -11.88  -15.05
200807   -0.54   -4.81   -0.90    5.16   -6.68   -1.33   -0.99    2.36    7.51   -9.10   -4.22   -1.00   -1.51   -2.03   -0.46    1.39    2.83    3.81   11.82
200808    1.56    0.72    1.98    1.75    0.34    2.06    2.38    0.95    1.66    0.54    0.15    1.43    2.39    1.29    2.92   -0.92    1.84    3.46   -0.29
200809  -12.81  -13.68   -7.53   -1.54  -14.83   -7.45   -7.22   -7.25    0.09  -16.91  -12.79  -11.51   -5.34  -11.64   -5.06  -15.95   -3.22    2.48   -2.61
200810  -19.38  -20.22  -15.66  -13.99  -21.88  -15.44  -15.75  -14.75  -14.94  -22.72  -21.10  -17.22  -14.58  -23.69  -12.13  -19.13  -12.99  -12.04  -18.38
200811  -11.79   -9.25   -2.98  -10.09   -8.76   -5.16   -2.70   -7.13  -12.13   -9.01   -8.53  -10.10   -2.84   -6.79   -1.22   -4.85   -7.99   -6.07  -19.75
200812    3.94    2.12    1.25    0.08    1.60    2.02    1.24    0.80   -0.99   -1.64    4.52    3.03    1.59    6.83   -0.66   -0.05    1.14    0.70   -3.47
200901   -3.58   -4.57   -7.87  -16.81   -4.21   -7.57   -6.76  -11.80  -21.46   -2.89   -5.35   -5.18   -8.63  -11.03   -5.19  -10.54  -12.30  -16.65  -29.17
200902   -6.85   -9.36  -10.37  -14.12  -10.02   -8.35  -11.74  -12.08  -16.00  -12.01   -8.28   -8.21   -8.42  -15.00  -10.62  -11.09  -12.48  -14.06  -19.63
200903    9.76    8.68    7.46   11.16    7.29    8.31    6.83   10.43   13.03    7.22    7.35   11.04    7.05    7.55    6.59   12.48    9.59   10.12   18.90
200904   13.78   11.46    6.77   10.37   12.23    8.42    5.37   10.29   10.70   12.84   11.71   10.19    7.57   15.03    2.19   10.77   10.09   10.77   10.56
200905    3.98    6.08    4.72    5.42    6.65    3.99    5.85    4.17    6.95    7.66    5.80    5.13    3.43    8.39    4.90    4.39    4.08    4.67   11.23
200906    2.29   -0.91    0.81   -1.40   -1.60    0.75    0.91   -1.99   -0.04   -4.55    0.94    0.28    0.98   -1.75    1.93   -0.44   -2.61   -0.28    0.37
200907    8.90    7.94    6.29    9.18    8.29    6.62    5.66    8.42    9.32    8.36    8.21    7.26    6.26    4.50    6.56    8.02    8.90    8.78   10.00
200908    2.18    2.90    2.99    6.00    2.78    3.11    1.94    5.45    6.41    1.74    3.88    3.12    3.10    2.66    1.39    5.63    5.24    2.17   11.57
200909    6.72    4.62    2.56    3.39    4.60    2.90    3.07    2.83    3.27    3.82    5.39    4.67    1.89    2.20    3.73    2.17    3.62    2.04    4.65
200910   -4.55   -2.39   -0.54   -3.11   -1.71   -1.20   -0.41   -0.72   -5.15    0.19   -3.64   -3.71    0.28   -0.57   -0.30   -1.98    0.76   -2.40   -8.14
200911    5.11    4.56    6.05    6.31    4.28    6.28    5.70    4.80    7.72    5.45    2.96    5.10    6.94    5.91    5.56    5.69    3.79    7.48    7.99
200912    5.76    4.76    0.96    1.07    5.85    2.51   -0.24    1.25    1.42    6.94    4.60    2.68    2.42   -1.72    0.81    1.97    0.41    3.61   -1.08
201001   -3.73   -4.64   -3.65   -1.26   -4.65   -4.59   -2.87   -3.26   -0.84   -4.82   -4.44   -4.64   -4.57   -3.50   -2.43   -4.30   -2.04   -3.79    2.68
201002    4.25    4.41    3.40    1.55    5.01    3.45    2.90    3.69    0.87    5.26    4.71    3.25    3.57    3.50    2.49    4.43    2.83    0.03    1.81
201003    7.18    5.86    5.25    7.23    5.57    5.16    5.14    7.31    6.77    5.15    6.07    6.43    4.43    6.58    4.14    6.66    8.08    5.80    7.84
201004    2.57    0.46    1.86    2.69   -0.12    1.47    1.54    3.75    1.81   -0.88    0.76    1.63    1.38    2.58    0.80    3.28    4.30    1.39    2.27
201005   -7.04   -8.75   -7.58   -8.54   -8.76   -8.27   -7.24   -8.38   -8.29   -9.85   -7.49   -8.74   -7.99   -9.20   -5.82   -7.85   -8.99   -6.92   -9.76
201006   -5.52   -7.17   -5.34   -4.42   -7.08   -6.50   -4.45   -5.90   -4.07   -7.46   -6.62   -7.34   -6.02   -6.21   -3.22   -6.63   -5.06   -0.67   -7.80
201007    5.99    7.40    7.26    7.31    6.84    8.32    7.62    6.24    8.19    6.32    7.35    8.70    7.81    7.68    7.57    6.65    5.51    8.20    8.18
201008   -5.06   -7.98   -5.56   -0.28   -8.57   -6.32   -6.24   -3.63    0.46   -7.81   -9.31   -6.61   -5.93   -6.72   -5.84   -4.63   -1.82    0.34    0.63
201009   12.12   10.29    8.70    7.13    9.15   11.74    9.23    7.37    7.16    9.93    8.36   12.89   10.26   10.03    8.59    7.55    7.05    7.41    6.79
201010    4.85    3.25    4.06    2.88    2.29    4.02    4.79    3.30    3.10    0.72    3.89    5.35    2.24    5.83    3.94    3.81    2.42    3.73    2.17
201011    1.32    0.79    1.33   -1.58    1.04    2.11    1.02    0.12   -2.01    0.88    1.21    0.26    4.68    2.31   -0.04    0.56   -0.66   -2.00   -2.02
201012    5.81    9.24    6.62    5.83    9.15    8.70    6.75    5.42    6.58   10.37    7.97    9.43    7.72    6.88    6.64    6.07    4.24    7.30    5.49
201101    1.92    2.91    3.09   -0.08    3.27    1.89    2.76    2.51    0.04    3.38    3.17    2.14    1.54    3.48    2.15    4.05   -0.34    0.99   -1.44
201102    3.78    3.26    3.22    4.18    2.65    4.33    2.16    3.91    4.59    3.61    1.69    4.56    4.03    3.41    1.09    4.23    3.31    5.62    2.94
201103    0.61    0.36   -0.43    2.04    0.20    0.51   -0.30   -0.13    2.41    0.37    0.03    0.69    0.26    0.34   -0.85   -0.83    1.23    1.70    3.57
201104    2.72    0.93    4.20    3.45    0.29    2.69    3.77    4.65    3.24    0.97   -0.40    2.27    3.27    3.85    3.71    5.04    3.91    3.14    3.42
201105   -1.44   -2.26   -1.64    0.51   -2.41   -1.25   -1.46   -1.21    0.33   -2.44   -2.39   -1.95   -0.30   -2.33   -0.68   -2.31    0.89   -0.64    1.93
201106   -2.43   -2.20   -1.29   -0.95   -1.45   -2.43   -0.97   -1.16   -1.48   -1.23   -1.67   -3.76   -0.66   -0.80   -1.12   -1.88    0.19   -1.77   -1.02
201107   -1.15   -2.54   -3.13   -2.39   -3.19   -2.30   -3.44   -2.50   -2.47   -3.59   -2.81   -1.48   -3.24   -3.06   -4.04   -2.72   -2.31   -2.25   -2.73
201108   -7.87   -9.23   -6.21   -1.21   -9.05   -7.46   -8.38   -3.23   -0.17   -8.46   -9.59   -9.53   -5.06   -8.16   -8.74   -4.46   -2.17   -0.05   -0.31
201109   -8.41  -12.64   -6.92   -3.93  -12.45   -9.91   -8.60   -5.00   -3.10  -12.70  -12.21  -12.95   -6.54   -8.54   -8.71   -5.35   -4.71   -3.36   -2.79
201110   12.21   16.21   11.81    6.93   16.52   13.53   14.04    8.64    6.16   16.38   16.65   15.70   11.30   14.47   13.33    9.82    7.67    6.78    5.43
201111   -2.09   -2.07    1.07    1.35   -1.53   -1.05    0.83    0.97    2.10   -2.78   -0.37   -2.96    0.99    1.17    0.28    1.36    0.64    2.99    1.05
201112   -0.45   -2.69    1.10    3.75   -4.06    0.66   -0.74    3.08    4.07   -1.85   -6.09   -0.42    1.78   -1.25    0.09    2.66    3.45    4.88    3.10
201201    8.44    8.06    5.40   -0.28    8.16    6.47    6.87    2.37   -1.52    8.76    7.59    7.89    5.05    7.37    6.04    4.10    0.90   -1.67   -1.34
201202    6.18    5.24    3.72    2.85    5.71    4.35    3.93    3.07    2.74    6.21    5.22    4.48    4.21    3.34    4.93    3.21    2.95    2.81    2.66
201203    4.00    3.49    2.54    2.54    2.72    5.01    1.49    2.11    2.97    5.40    0.10    4.73    5.30    1.10    2.12    2.07    2.15    4.04    1.65
201204   -1.12   -2.44   -0.67    0.64   -2.40   -1.41   -0.81   -0.63    1.88   -3.54   -1.22   -2.52   -0.26   -0.61   -1.13   -0.77   -0.51    1.09    2.87
201205   -6.75   -9.72   -6.17   -3.04  -10.23   -6.98   -8.02   -4.55   -1.80  -11.41   -9.07   -8.93   -5.01   -7.64   -8.62   -4.91   -4.23   -2.68   -0.71
201206    3.10    3.99    3.45    5.08    4.14    2.50    2.93    5.12    5.16    4.08    4.21    3.76    1.29    2.90    2.98    5.25    5.00    5.43    4.84
201207    0.65   -0.98    0.60    2.61    0.06   -1.49    0.71    1.58    3.21   -1.58    1.29   -3.53   -0.10    0.72    0.71    0.91    2.03    2.89    3.68
201208    5.07    3.54    2.33   -0.10    3.55    3.67    1.89    1.37   -1.02    3.94    3.27    3.50    3.79    3.10    1.28    2.22    0.81   -1.32   -0.57
201209    2.73    3.34    2.34    2.71    3.16    3.10    2.05    2.76    2.69    4.79    1.97    3.79    2.65    2.83    1.65    2.81    2.73    2.89    2.40
201210   -4.70    0.21   -0.92   -1.17    0.94   -2.08   -0.67   -1.26   -0.43    3.01   -0.62   -1.66   -2.36    0.64   -1.36   -0.32   -1.91    0.58   -1.93
201211    1.80    1.59    0.31   -0.42    1.69    1.65   -0.28    0.05   -0.58    1.08    2.16    1.35    1.86    1.53   -1.27    0.53   -0.27   -0.93   -0.03
201212    0.92    3.78    0.94    0.04    3.90    2.52    0.31    0.98   -0.38    5.71    2.50    3.45    1.90    0.78    0.04    1.71    0.46   -0.45   -0.29
201301    4.07    6.34    5.85    5.93    5.80    6.98    5.40    6.30    5.68    5.59    5.96    7.78    6.45    5.28    5.47    6.46    6.18    5.05    6.67
201302    0.80    0.00    1.71    2.15    0.11    0.41    1.76    2.45    1.74    0.63   -0.32   -0.27    0.86    2.54    1.32    2.32    2.54    2.47    0.64
201303    4.12    3.78    4.06    4.05    3.65    3.91    4.13    3.86    4.45    4.54    2.93    4.15    3.75    4.46    3.93    4.14    3.66    4.98    3.63
201304    0.96    1.20    1.40    2.77    0.54    0.76    2.14    1.86    3.35    0.63    0.46    2.92   -0.68    1.07    2.74    1.37    2.21    3.64    2.90
201305    4.88    4.69    3.47   -1.52    5.15    4.01    3.29    1.50   -3.38    5.76    4.66    3.53    4.35    4.41    2.65    3.22    0.30   -3.25   -3.59
201306   -2.02   -1.79   -1.09   -0.23   -2.08   -2.25   -0.33   -1.11    0.55   -2.71   -1.54   -1.04   -3.07   -0.06   -0.48   -1.32   -0.96    1.62   -1.13
201307    7.18    5.94    5.49    4.05    6.32    6.11    5.64    4.60    3.73    7.26    5.27    5.30    7.29    4.79    6.25    4.73    4.39    3.73    3.74
201308   -1.95   -2.25   -2.91   -3.42   -1.77   -2.24   -4.12   -2.61   -2.93   -1.67   -1.89   -3.07   -1.04   -3.17   -4.79   -1.73   -3.94   -3.23   -2.53
201309    6.57    4.78    2.24    2.96    4.50    4.72    3.26    1.42    2.72    3.63    5.50    5.26    3.95    3.46    3.11    0.24    3.22    1.81    3.94
201310    2.99    4.30    4.53    4.70    3.71    4.62    3.75    5.36    4.92    3.27    4.20    5.32    3.64    3.53    3.91    5.96    4.45    4.34    5.69
201311    3.30    3.77    3.70    1.26    3.59    3.19    3.78    3.57   -0.06    4.04    3.09    4.08    1.89    3.39    4.07    4.15    2.69   -0.40    0.38
201312    3.21    3.24    2.16    2.39    3.16    2.89    2.52    1.99    2.24    2.32    4.12    3.38    2.18    2.83    2.29    1.63    2.56    1.46    3.24
201401   -0.13   -3.52   -4.84   -3.67   -3.64   -3.67   -4.27   -5.23   -3.13   -3.04   -4.31   -3.31   -4.20   -4.76   -3.91   -5.87   -4.24   -1.85   -4.76
201402    6.30    4.73    4.24    3.66    4.35    5.20    4.22    4.08    3.22    3.53    5.28    5.38    4.93    4.58    3.96    4.05    4.14    3.56    2.77
201403   -3.56    0.10    2.53    1.90    0.02    0.65    2.41    2.47    2.27   -0.33    0.41    0.23    1.28    1.77    2.88    3.10    1.51    1.85    2.82
201404   -2.68   -1.00    1.06    1.77   -1.12   -1.37    0.32    2.51    2.05   -0.47   -1.83   -0.80   -2.23    0.93   -0.11    3.19    1.47    2.38    1.62
201405    2.81    2.98    1.81    0.83    2.83    3.37    1.22    1.17    1.92    2.88    2.77    3.25    3.56    1.56    0.97    2.13   -0.31    2.40    1.29
201406    3.99    2.31    1.84    2.25    1.69    3.33    1.52    2.02    2.19    1.87    1.49    3.36    3.29    0.67    2.15    1.83    2.32    2.73    1.47
201407   -2.11   -2.70   -1.78   -1.75   -2.85   -2.30   -1.35   -1.67   -2.26   -2.49   -3.24   -2.38   -2.22   -1.13   -1.45   -2.33   -1.30   -3.15   -0.78
201408    5.43    4.26    4.09    3.46    4.26    3.73    4.57    3.77    3.06    4.04    4.51    4.26    3.19    2.94    5.38    3.71    3.81    3.17    2.88
201409   -2.97   -2.71   -1.83   -0.87   -2.32   -2.37   -2.16   -0.98   -1.14   -1.35   -3.39   -3.52   -1.16   -1.97   -2.25   -1.58   -0.64   -1.58   -0.44
201410    2.08    1.99    3.57    2.10    1.56    3.22    4.29    1.57    3.14    3.07   -0.12    2.89    3.56    4.15    4.36    2.23    1.20    2.64    3.95
201411    1.35    2.07    3.84    2.28    1.36    3.50    4.54    3.19    0.95    1.69    0.97    3.53    3.47    4.22    4.69    2.70    3.46    0.83    1.13
201412   -0.31    1.18   -0.01   -0.71    0.70    1.56   -0.58   -0.56   -0.17    0.51    0.92    2.18    0.94    1.20   -1.43    0.55   -1.17    0.68   -1.51
201501   -0.97   -5.14   -3.08   -3.43   -5.68   -4.02   -2.10   -4.63   -1.94   -6.12   -5.16   -4.05   -3.99   -3.76   -1.28   -4.48   -4.72   -3.22    0.14
201502    6.79    7.10    7.16    4.09    7.05    6.99    7.62    5.07    3.85    7.60    6.42    7.19    6.79    7.35    7.75    6.45    4.29    3.99    3.63
201503   -0.15   -0.61   -1.32   -2.17   -0.66   -0.59   -1.55   -1.74   -2.32   -0.42   -0.92   -0.50   -0.68   -0.31   -2.14   -1.23   -2.03   -1.50   -3.61
201504   -0.14    1.03   -0.52    2.38    1.51    0.32   -0.80    1.60    1.81    1.28    1.77    0.09    0.56   -0.97   -0.71   -0.60    2.88    1.04    3.05
201505    2.07    0.95    2.24    0.07    1.13    2.04    2.32    0.68   -0.24    1.59    0.63    0.58    3.55    2.09    2.43    1.31    0.33   -0.13   -0.40
201506   -0.39   -1.16   -1.46   -2.71   -1.14   -0.52   -1.99   -2.27   -2.62    0.13   -2.56   -1.20    0.15   -1.22   -2.37   -1.35   -2.79   -2.45   -2.88
201507    3.47    1.86    1.07    0.40    1.69    0.61    1.23    1.34    0.05    0.68    2.72    2.10   -0.55    2.54    0.11    2.16    0.66    2.52   -1.92
201508   -5.72   -6.54   -6.59   -4.93   -5.84   -6.90   -6.69   -6.14   -3.90   -6.03   -5.64   -7.60   -6.35   -6.49   -6.87   -6.68   -5.68   -3.17   -4.52
201509   -5.24   -3.27   -2.72   -1.15   -3.21   -2.95   -3.55   -1.31   -1.61   -4.62   -1.78   -3.37   -2.63   -4.18   -2.99   -1.90   -0.81    0.01   -2.98
201510    8.08    7.74    7.02    8.58    8.01    7.10    6.97    8.19    7.95    6.51    9.47    7.34    6.92    6.61    7.29    7.14    9.05    7.61    8.25
201511    1.52    0.84    0.81   -0.63    0.58    0.19    1.20    0.65   -1.44    0.70    0.47    1.23   -0.63    1.96    0.54    1.49   -0.04   -1.31   -1.54
201512   -1.89   -2.97   -2.95   -0.89   -2.60   -5.13   -2.33   -0.65   -1.67   -3.11   -2.11   -3.53   -6.43   -2.11   -2.52   -1.05   -0.32   -1.15   -2.12
201601   -9.42   -7.52   -5.49   -1.78   -7.89   -6.29   -6.86   -3.77    0.89   -9.58   -6.27   -6.95   -5.74   -8.13   -5.72   -3.87   -3.69    0.83    0.94
201602   -1.13   -0.54   -0.34    1.70   -0.09   -0.69    0.90    0.45    1.06   -0.29    0.09   -1.22   -0.26    0.21    1.51   -1.67    2.18    0.88    1.22
201603    6.55    6.92    7.28    6.88    7.03    8.34    7.13    6.16    7.48    8.28    5.91    6.77    9.61    7.49    6.83    5.80    6.44    6.41    8.42
201604    1.57    1.64    0.21    0.61    1.77   -1.19    2.81    0.54    0.12    3.25    0.41    1.44   -3.23    2.17    3.35   -0.02    0.98   -0.65    0.78
201605    2.78    0.53    2.50    0.85    0.92    1.94    1.66    1.94    0.08    0.90    0.95   -0.07    3.58    1.21    2.06    2.62    1.42    0.27   -0.08
