date      <=_0   Lo_30  Med_40   Hi_30   Lo_20   Qnt_2   Qnt_3   Qnt_4   Hi_20   Lo_10   Dec_2   Dec_3   Dec_4   Dec_5   Dec_6   Dec_7   Dec_8   Dec_9   Hi_10
197603    3.14    3.11    2.20    2.64    3.31    2.29    0.85    3.68    2.49    0.52    5.27    2.76    1.57    0.37    1.51    4.60    2.79    3.50    0.88
197604   -2.65   -2.54   -0.23    1.08   -2.84   -1.21   -0.71    0.54    1.24   -2.53   -3.05   -1.98   -0.01    0.29   -2.07    0.16    0.92    1.10    1.45
197605   -2.51   -1.36    0.36   -1.81   -2.09   -0.08    0.21   -0.29   -2.05   -0.36   -3.26   -0.04   -0.15    0.67   -0.42    1.02   -1.57   -2.33   -1.61
197606    5.32    4.59    4.41    4.31    3.96    5.64    4.09    4.02    4.30    5.84    2.65    5.71    5.54    2.85    5.84    3.72    4.32    4.82    3.46
197607   -1.02   -1.47   -0.81    1.46   -1.52   -1.49   -1.12    0.87    1.87   -2.18   -1.09   -1.39   -1.65   -2.29   -0.34    1.11    0.61    1.47    2.53
197608   -4.83   -0.76   -0.75    2.89   -1.46    0.02   -1.35    0.45    3.79   -1.99   -1.12    0.30   -0.39   -2.24   -0.77   -0.07    0.99    3.61    4.08
197609    1.24    2.10    2.80    2.82    2.16    1.74    3.53    3.13    2.83    3.52    1.29    2.01    1.36    1.64    4.75    3.43    2.81    2.20    3.85
197610   -4.72   -2.80   -1.96   -0.24   -2.52   -2.59   -1.27   -2.52    0.21   -3.85   -1.66   -3.22   -1.67   -1.81   -0.93   -3.77   -1.23    0.62   -0.44
197611    3.08   -0.32    0.47    2.60   -0.94   -0.04    1.14    2.01    2.52    0.24   -1.69    0.62   -0.98    1.33    1.02    1.25    2.79    2.27    2.94
197612    8.75    4.31    7.44    6.38    3.93    5.68    8.34    7.36    5.54    3.94    3.92    4.88    6.83    7.49    8.87    6.49    8.23    5.32    5.89
197701   -0.06   -6.79   -3.81    0.66   -7.77   -5.65   -3.79   -0.04    0.76   -7.76   -7.78   -5.35   -6.07   -3.79   -3.79   -0.54    0.44    0.39    1.37
197702   -3.35   -1.85   -1.20   -1.31   -2.58   -0.65   -1.49   -1.50   -1.29   -3.67   -1.86   -0.79   -0.45   -0.30   -2.23   -1.64   -1.36   -0.57   -2.46
197703   -0.21   -1.32   -0.99   -0.63   -1.89   -0.70   -1.23   -0.73   -0.50   -2.42   -1.55   -0.52   -0.95    0.42   -2.28   -0.56   -0.90   -1.13    0.53
197704    0.21   -1.41    1.41    2.05   -1.30   -0.67    2.11    2.12    1.58   -1.18   -1.39   -1.55    0.59    1.24    2.68    1.15    3.06    1.26    2.10
197705   -0.78   -2.30   -1.40    0.92   -1.76   -2.58   -1.56   -0.35    1.52   -0.10   -2.84   -3.06   -1.91   -2.33   -1.06   -0.36   -0.33    1.85    0.98
197706    9.97    6.42    4.13    3.84    6.79    5.17    3.91    4.06    3.96    8.52    5.62    5.91    4.14    3.50    4.17    4.55    3.60    3.33    4.96
197707   -1.04   -1.95   -1.37   -0.63   -1.89   -1.68   -1.73   -1.32    0.03   -1.88   -1.90   -2.04   -1.31   -1.16   -3.05   -0.43   -1.98   -0.30    0.48
197708   -0.72    0.10   -1.02   -2.83   -0.41    0.37   -0.64   -3.78   -2.20    0.29   -1.19    0.79   -0.08    0.01   -2.17   -3.31   -4.13   -2.75   -1.46
197709   -0.12    0.19   -0.93    1.48    0.54   -0.54   -1.22    0.21    1.93    0.25    0.86   -0.27   -0.84   -1.36   -0.87   -0.23    0.54    2.02    1.81
197710   -4.77   -4.81   -3.70   -3.28   -5.29   -3.92   -3.95   -3.00   -3.41   -5.54   -5.00   -4.17   -3.66   -4.30   -3.12   -3.00   -3.01   -3.95   -2.71
197711    9.44    6.17    4.56    2.66    6.93    4.66    4.69    3.95    2.33    7.28    6.54    5.15    4.15    4.38    5.43    4.72    3.36    2.32    2.33
197712    2.19    1.07    0.38    0.78    1.98   -0.38    0.80    0.88    0.59    1.65    2.37   -0.16   -0.61    0.67    1.09    0.46    1.19    1.39   -0.47
197801   -2.05   -7.00   -5.94   -4.19   -7.39   -6.41   -5.64   -5.35   -3.97   -7.74   -6.99   -6.47   -6.35   -5.34   -6.34   -6.26   -4.67   -4.25   -3.58
197802    1.53   -1.87   -1.71    0.40   -1.88   -1.70   -1.59   -1.53    1.06   -2.02   -1.72   -1.85   -1.53   -1.97   -0.70   -2.26   -0.99    1.68    0.24
197803    8.65    3.89    2.75    3.08    4.46    3.20    1.85    4.03    2.86    2.77    6.34    3.11    3.29    0.75    4.43    4.71    3.53    2.88    2.84
197804   10.46   11.38   10.27    3.72   10.82   12.03   10.17    7.77    2.05   11.05   10.58   12.16   11.90   10.89    8.54    8.41    7.30    2.66    1.24
197805    7.95    4.05    2.26    0.01    4.54    2.97    2.09    1.39   -0.31    4.47    4.63    3.35    2.57    1.72    2.93    2.35    0.66    0.23   -1.04
197806    0.84   -0.29   -1.73   -1.49   -0.39   -1.20   -1.47   -2.44   -0.74   -0.46   -0.32   -0.14   -2.32   -1.61   -1.14   -1.70   -3.01   -1.31    0.04
197807    8.59    7.62    6.29    3.21    8.32    6.90    6.66    4.13    3.07    8.57    8.09    6.50    7.40    7.52    5.68    4.48    3.71    2.82    3.42
197808    8.57    5.32    4.17    3.16    5.99    4.10    4.38    4.38    2.61    6.55    5.45    4.25    3.92    4.66    4.04    3.88    4.97    3.66    1.10
197809   -1.52   -2.33   -1.56    1.44   -2.48   -2.28   -1.96    0.57    1.59   -2.99   -1.99   -2.08   -2.53   -2.90   -0.86    0.23    0.96    2.32    0.52
197810  -24.15  -14.26  -10.55   -7.94  -15.64  -11.98   -9.71  -11.10   -7.10  -17.74  -13.65  -12.01  -11.96   -8.89  -10.64  -11.48  -10.65   -7.32   -6.76
197811    8.52    4.72    2.74    2.71    5.60    3.03    2.92    2.57    2.70    6.91    4.41    3.35    2.62    3.35    2.43    2.40    2.76    2.83    2.51
197812    2.96    2.63    2.30    0.13    2.77    2.70    2.93    1.20   -0.57    3.44    2.14    2.42    3.07    4.86    0.68    0.10    2.47    0.27   -1.82
197901    9.01    3.73    5.24    5.16    3.81    4.33    4.89    5.46    5.30    3.97    3.64    3.60    5.26    4.57    5.27    6.15    4.68    4.90    5.92
197902   -2.12   -4.37   -3.08   -1.60   -4.99   -3.61   -3.28   -1.96   -1.47   -4.78   -5.20   -3.37   -3.92   -3.17   -3.41   -1.91   -2.01   -1.02   -2.16
197903   14.12    7.78    6.43    4.75    9.00    6.23    5.52    8.55    3.59   10.61    7.43    5.88    6.67    5.47    5.57    8.53    8.57    4.14    2.75
197904    2.24    1.17    0.74    0.21    1.23    0.89    0.79    1.30   -0.37    1.71    0.76    1.07    0.66    0.05    1.70    0.67    2.03    0.02   -0.98
197905   -1.23   -2.11   -1.46   -0.86   -1.83   -1.51   -1.56   -1.85   -0.67   -2.73   -0.91   -2.57   -0.16   -1.96   -1.08   -2.21   -1.43   -1.57    0.76
197906    8.11    5.73    3.78    4.56    5.49    4.99    3.09    5.79    4.10    6.13    4.86    6.11    3.61    1.69    4.77    5.62    5.99    4.03    4.19
197907    1.42    2.61    1.09    1.48    2.44    1.84    0.27    2.70    1.06    2.18    2.66    2.87    0.69   -0.11    0.81    3.14    2.26    1.43    0.60
197908    8.30    8.24    6.53    4.22    8.80    7.23    6.01    6.81    3.02    9.63    8.09    7.41    7.03    5.15    7.23    7.20    6.43    3.78    2.04
197909    0.06    1.08   -0.11   -0.74    1.68    0.08   -1.03    1.01   -1.35    2.16    1.26    0.19   -0.03   -0.62   -1.61    1.68    0.34   -1.22   -1.53
197910   -9.55   -6.89   -7.50   -6.73   -6.32   -7.71   -7.29   -7.20   -6.79   -6.42   -6.22   -7.76   -7.66   -6.81   -7.97   -7.78   -6.62   -6.10   -7.69
197911   12.00    9.17    5.82    3.37    9.58    7.89    5.91    4.16    3.17   11.20    8.15    8.55    7.16    6.02    5.76    4.59    3.73    4.15    1.86
197912    8.62    4.92    3.09   -0.66    5.85    3.88    2.09    2.23   -1.27    6.13    5.59    3.48    4.33    1.13    3.46    4.04    0.39   -0.37   -2.49
198001   12.20    8.14    6.27    3.60    8.65    7.24    5.97    5.69    2.67    9.30    8.05    7.35    7.11    5.71    6.33    6.17    5.18    3.73    1.20
198002    2.41   -0.93    0.01   -1.02   -0.51   -1.67   -1.09    1.30   -0.92    1.58   -2.46   -1.59   -1.76   -0.35   -2.11    3.61   -1.18    2.12   -5.25
198003  -20.88  -13.73  -11.22   -8.03  -14.59  -12.12  -10.38  -11.11   -6.98  -16.55  -12.67  -12.36  -11.85  -10.73   -9.89  -12.28   -9.78   -8.83   -4.14
198004    5.90    4.83    4.06    6.77    6.10    2.62    4.01    5.01    8.09    7.55    4.73    2.84    2.37    3.18    5.18    5.47    4.52    6.95    9.76
198005    6.97    6.31    5.81    6.07    6.52    6.47    5.41    6.96    4.74    6.66    6.39    5.96    7.05    5.00    5.96    5.64    8.42    5.54    3.61
198006    5.05    4.19    3.85    2.33    5.06    2.95    4.81    2.74    1.99    6.80    3.36    2.77    3.15    5.23    4.25    2.59    2.91    0.79    3.75
198007   14.46    8.48    7.22    3.60    9.93    6.04    7.60    7.09    2.28   10.81    9.23    6.29    5.80    9.18    6.13    8.07    5.95    6.14    0.63
198008    7.59    3.90    0.89    1.65    5.14    1.10    0.92    1.90    1.27    5.89    4.55    1.97    0.22    0.35    1.47    1.54    2.32   -0.20    1.93
198009    5.11    7.12    1.88   -0.92    6.05    6.12    2.15    0.09   -1.61    5.26    6.70    8.85    3.30    2.22    2.09   -0.05    0.26   -0.47   -2.11
198010    4.07    4.33    1.13   -0.42    3.57    4.35   -0.40    2.28   -2.37    1.85    4.94    5.52    3.08   -0.98    0.16    1.76    2.88   -1.15   -2.93
198011   15.01   16.71    9.81    2.37   15.75   15.46    8.96    8.43   -1.34   17.51   14.40   18.18   12.41    8.02    9.83    8.49    8.36    1.18   -2.49
198012   -2.68   -5.52   -2.57   -0.08   -5.12   -5.74   -1.38   -1.89    1.46   -4.48   -5.64   -6.11   -5.30   -2.04   -0.77   -1.58   -2.25    0.27    2.06
198101   -7.38   -8.04   -3.42    1.87   -7.81   -7.11   -1.93   -1.66    2.64   -7.13   -8.35   -8.39   -5.61   -1.58   -2.24   -3.68    0.75    0.41    3.74
198102   -0.51    1.12    2.82    1.51    1.57    1.14    3.66    1.62    1.93    1.67    1.48    0.45    1.93    3.07    4.20    2.27    0.89    2.43    1.69
198103    9.22    4.57    3.91    4.44    4.98    2.93    5.72    3.06    5.21    5.97    4.17    3.95    1.79    7.10    4.47    2.88    3.27    9.35    3.21
198104    1.90   -3.22   -1.19    1.64   -1.93   -3.32   -0.66   -1.04    2.51   -1.31   -2.44   -5.21   -1.16   -0.26   -1.03   -2.20    0.31    2.48    2.53
198105    7.40    0.66   -0.03    2.24    1.43   -0.97    0.18    0.82    3.31    2.28    0.72   -0.57   -1.42   -0.08    0.42    1.04    0.57    0.76    4.61
198106   -7.97   -1.97    0.24    1.20   -3.92    1.06   -0.15    1.06    0.75   -5.31   -2.72    1.23    0.87   -0.10   -0.19    0.29    1.93    0.62    0.81
198107   -2.42    0.82   -0.04   -0.88    1.29   -0.30    0.05   -1.45    0.45    1.54    0.96   -0.02   -0.67    0.33   -0.19    0.14   -3.39    0.00    0.97
198108   -9.82   -7.35   -5.97   -2.87   -7.39   -6.19   -6.68   -4.97   -2.05   -7.94   -6.65   -7.29   -4.73   -7.03   -6.39   -5.38   -4.46   -4.40    0.64
198109  -10.95   -7.38   -6.56   -2.61   -8.29   -6.83   -7.00   -4.41   -2.08   -8.73   -7.67   -5.79   -8.17   -6.80   -7.16   -5.01   -3.66   -4.12    0.14
198110   11.17   10.44    4.75    3.44   11.41    8.42    3.71    4.01    3.67   11.76   10.93    8.81    7.90    6.08    1.82    4.86    2.96    2.42    4.98
198111   -0.15    3.32    5.59    5.05    2.73    5.72    4.87    5.30    5.19    2.27    3.35    4.35    7.55    4.30    5.34    5.73    4.75    5.83    4.54
198112   -4.90   -3.67   -2.46   -2.04   -3.85   -3.82   -1.85   -1.88   -2.43   -3.71   -4.05   -3.35   -4.43   -1.51   -2.13   -2.38   -1.25   -2.68   -2.17
198201   -3.22   -3.78   -3.84    0.60   -3.99   -3.62   -4.33   -0.82   -0.09   -3.68   -4.43   -3.43   -3.87   -5.02   -3.75   -3.05    1.97   -1.92    1.80
198202   -8.19   -7.20   -5.55   -1.75   -7.81   -5.79   -6.41   -2.86   -2.09   -8.67   -6.59   -6.18   -5.27   -6.90   -6.02   -4.35   -1.08   -2.92   -1.28
198203   -3.74   -2.05   -0.69    0.57   -2.66   -1.28   -0.20   -1.50    1.93   -2.48   -2.91   -1.06   -1.59   -0.04   -0.34   -1.03   -2.04    1.12    2.71
198204    5.98    5.93    4.65    2.94    5.97    6.10    4.85    4.01    2.12    6.67    5.03    5.86    6.47    5.43    4.38    3.52    4.57    2.62    1.64
198205   -6.37   -4.77   -2.00   -1.80   -5.28   -3.29   -1.72   -3.03   -0.73   -5.17   -5.44   -3.96   -2.30   -2.89   -0.75   -2.31   -3.85   -1.08   -0.37
198206   -4.33   -2.97   -1.54   -1.56   -3.83    0.08   -2.58   -1.48   -1.78   -4.76   -2.55   -1.63    2.57   -1.86   -3.17   -1.81   -1.11   -1.48   -2.09
198207   -3.77   -1.50   -1.60   -2.96   -0.86   -2.59   -0.68   -4.36   -1.95   -1.05   -0.64   -2.79   -2.40   -2.36    1.32   -3.34   -5.45   -3.23   -1.12
198208    9.12   10.85   11.94   12.99   11.50   10.26   11.72   13.88   12.42   11.74   11.24    9.54   10.93   12.71   10.58   13.36   14.45   12.56   12.34
198209    0.33    2.44    2.59    0.64    2.57    2.69    2.49    1.81    0.43    3.43    1.60    2.18    3.16    2.07    2.97    2.39    1.16    2.15   -0.67
198210   20.37   13.23   12.04    8.65   13.96   12.45   11.35   12.92    6.97   15.13   12.63   11.70   13.13   12.09   10.50   12.98   12.85    8.45    5.99
198211   12.13    7.45    5.04    2.37    8.13    5.19    5.31    4.13    1.95    8.09    8.18    6.01    4.43    5.29    5.33    4.81    3.38    1.91    1.97
198212   -1.58    1.17    1.53    1.70    1.24    0.34    2.60    0.14    2.37    0.64    1.95    1.00   -0.25    0.91    4.58    0.13    0.15    2.42    2.33
198301   12.63    3.11    2.49    5.40    3.39    2.46    2.82    2.99    5.75    3.32    3.48    2.45    2.46    3.19    2.41    1.58    4.55    3.21    7.48
198302    4.00    4.36    3.36    1.91    4.58    4.34    2.54    4.06    1.20    4.80    4.33    3.85    4.77    3.30    1.67    4.50    3.60    2.78    0.17
198303    1.85    3.80    3.82    3.17    3.58    4.46    2.63    5.60    2.52    2.38    4.98    4.31    4.60    1.76    3.66    6.46    4.69    4.64    1.10
198304    6.94    5.96    8.13    7.48    5.50    6.38    8.70    8.63    6.93    5.52    5.48    7.02    5.80    7.36   10.23    8.52    8.74    7.13    6.79
198305    7.30    3.04   -0.90    0.68    3.18    1.98   -1.65    0.62    0.10    5.30    0.77    2.73    1.31   -2.32   -0.91   -0.63    1.96    1.09   -0.59
198306    5.86    5.92    4.61    0.27    6.13    4.48    5.63    2.32   -0.47    6.17    6.08    5.45    3.59    6.11    5.10    2.73    1.89    1.37   -1.79
198307   -6.52   -4.65   -3.50   -0.76   -5.18   -4.67   -3.00   -2.23   -0.17   -5.50   -4.77   -3.13   -5.75   -3.12   -2.88   -2.80   -1.83   -1.03    0.65
198308   -3.83   -2.26   -0.05    3.89   -2.24   -2.36   -0.06    2.81    4.21   -2.08   -2.45   -2.32   -2.39   -0.06   -0.05    2.11    3.30    4.06    4.35
198309    0.09    0.76    2.88    1.49    0.24    2.63    2.67    1.95    1.79   -0.30    0.93    2.25    2.90    4.07    1.10    3.48    0.92    1.49    2.07
198310   -9.40   -5.79   -1.14   -0.09   -6.97   -2.63   -0.78   -1.31    0.77   -8.45   -5.10   -2.46   -2.74   -1.48    0.03   -0.75   -1.70    0.05    1.44
198311    4.86    3.98    2.62    1.77    4.82    2.95    1.71    3.86    0.81    4.92    4.70    1.75    3.79    0.33    3.28    4.20    3.62    1.36    0.31
198312   -2.59   -1.52   -0.08   -1.05   -1.51   -1.56    0.47   -0.02   -1.72   -1.45   -1.58   -1.55   -1.57    1.30   -0.48   -0.32    0.19    0.25   -3.53
198401   -4.28   -5.04   -1.47    2.58   -5.38   -3.51   -0.85   -0.41    3.69   -5.00   -5.86   -4.09   -3.12   -3.86    2.63   -1.80    0.56    3.63    3.75
198402   -6.31   -6.03   -4.25   -1.89   -5.97   -5.85   -4.12   -3.37   -1.12   -6.29   -5.57   -6.19   -5.61   -3.87   -4.41   -3.45   -3.32    0.23   -2.42
198403   -0.22    2.23    2.05    0.27    2.08    2.91    1.42    2.63   -0.85    1.90    2.30    2.64    3.10    2.35    0.34    2.90    2.44    0.48   -2.16
198404   -1.33    0.31    0.18    1.35    0.07    0.46    0.22    0.65    1.53    0.67   -0.68    0.96    0.13   -0.05    0.53    0.10    1.03    1.43    1.64
198405   -6.49   -6.12   -5.17   -4.14   -5.81   -5.84   -5.24   -4.62   -4.04   -4.93   -6.92   -6.94   -5.08   -4.91   -5.63   -5.06   -4.31   -6.15   -1.91
198406    3.34    4.38    2.78    2.19    4.56    4.07    1.90    2.27    2.78    4.53    4.60    3.88    4.20    1.09    2.86    3.97    1.12    0.16    5.11
198407   -5.93   -2.52   -1.33   -1.79   -2.68   -2.63   -0.47   -1.80   -1.85   -3.36   -1.73   -2.14   -3.04    1.02   -2.64   -1.94   -1.68   -3.40    1.40
198408   12.59   12.61   10.67   11.01   12.84   11.69   10.87   10.29   11.23   12.63   13.15   12.10   11.35   10.61   11.26    9.82   10.67   13.16    7.35
198409   -3.66   -2.28   -0.63    2.97   -2.62   -1.43   -0.10    0.41    3.75   -1.71   -3.94   -1.51   -1.36   -0.06   -0.17   -1.23    1.74    2.57    6.25
198410   -2.82   -0.89    1.33    0.08   -0.73    0.26    1.16    0.66    0.17   -1.28    0.03   -1.23    1.52    1.15    1.17    1.57   -0.05   -1.82    4.25
198411   -5.12   -3.07   -0.62    0.50   -3.67   -0.94   -0.85   -0.88    1.62   -3.45   -3.96   -1.76   -0.25   -1.44    0.03   -0.39   -1.27    0.77    3.26
198412    1.74    2.74    2.30    2.56    2.67    2.87    2.13    2.43    2.55    1.77    3.94    2.89    2.86    2.14    2.13    2.26    2.56    2.57    2.53
198501   14.78   11.74    8.27    6.01   11.45   10.62    8.86    6.99    5.14   12.09   10.56   12.36    9.18    8.36    9.61    6.45    7.43    6.51    2.53
198502    1.13    1.29    1.91    2.20    1.24    2.48    1.32    2.17    2.19    1.89    0.31    1.41    3.39    1.06    1.72    2.13    2.21    2.85    0.89
198503   -3.66   -0.65   -0.62    1.37   -1.55    0.75   -1.47   -0.20    2.71   -1.98   -0.92    1.21    0.36   -2.08   -0.57    0.50   -0.75    1.88    4.37
198504   -3.28   -1.92   -0.90    1.88   -1.77   -1.59   -0.59    0.32    1.97   -0.81   -3.16   -2.21   -1.06   -1.11    0.17   -1.43    1.73    1.94    2.04
198505    4.46    6.97    5.87    5.35    6.32    7.66    5.61    5.60    5.17    6.02    6.77    8.29    7.14    5.06    6.42    5.55    5.64    4.87    5.75
198506    0.99    2.49    0.99    2.14    2.39    1.63    0.61    1.67    2.55    2.81    1.77    2.69    0.74   -0.09    1.54    1.91    1.48    1.99    3.62
198507    1.91    0.35    0.95   -2.12    0.04    1.17    1.28   -0.82   -2.62    0.29   -0.26    0.97    1.36   -0.52    2.50   -0.18   -1.26   -2.02   -3.50
198508   -2.12   -0.95   -0.78    0.66   -1.02   -0.97   -0.73   -0.37    1.17   -1.62   -0.30   -0.83   -1.10    1.20   -2.01   -0.59   -0.22    0.81    1.72
198509   -6.61   -5.48   -2.99   -3.13   -6.12   -4.56   -2.35   -2.68   -3.44   -6.53   -5.64   -4.24   -4.86   -1.21   -3.11   -2.83   -2.58   -2.54   -4.81
198510    3.45    4.09    4.50    5.53    3.97    4.67    4.23    4.79    5.92    4.55    3.31    4.33    4.99    5.09    3.65    4.72    4.84    5.21    7.03
198511    8.06    7.86    8.46    4.96    7.97    6.88    9.23    7.32    4.14    7.86    8.09    7.65    6.16    9.39    9.12    8.62    6.42    4.99    2.84
198512    4.31    4.57    5.09    4.05    3.99    4.98    5.68    4.53    3.68    3.92    4.06    5.64    4.35    2.48    7.75    4.33    4.68    3.64    3.75
198601    2.70    2.62    1.14   -0.28    2.19    2.63    0.19    0.18    0.53    2.43    1.92    3.39    1.89    1.48   -0.60    2.74   -1.66   -1.23    3.28
198602    7.10    8.23    8.45    6.77    8.44    8.53    7.85    8.58    6.00    8.28    8.61    7.88    9.18   10.76    6.04    9.20    8.11    5.15    7.29
198603    3.54    5.80    6.11    5.19    5.94    6.17    5.21    6.67    4.74    5.98    5.90    5.55    6.77    7.12    3.98    7.58    5.97    5.63    3.42
198604    2.33   -0.26   -1.00   -1.81   -0.47   -1.10   -0.65   -0.96   -2.20   -0.06   -0.95    0.11   -2.28   -1.16   -0.32   -0.72   -1.15   -1.61   -3.09
198605    3.84    5.80    5.24    5.13    6.10    5.19    4.58    6.52    4.41    7.23    4.78    5.28    5.11    6.83    3.08    6.79    6.31    5.11    3.34
198606   -1.68    1.43    1.93    2.26    1.68    1.16    1.52    2.68    2.29    1.83    1.50    0.98    1.33    3.30    0.29    3.29    2.21    2.01    2.71
198607  -10.16   -7.43   -6.42   -2.42   -8.24   -6.17   -7.00   -5.81   -0.49   -8.28   -8.18   -6.00   -6.30   -5.77   -7.90   -4.92   -6.62   -0.44   -0.55
198608    4.29    4.40    5.95    9.64    4.56    4.61    5.70    7.00   11.05    3.50    5.97    4.12    5.01    5.00    6.21    7.66    6.38   10.23   12.06
198609   -8.57  -10.19   -8.33   -6.55  -10.29   -9.76   -7.59   -7.45   -6.77  -10.08  -10.55  -10.02   -9.55   -8.29   -7.09   -8.97   -6.01   -7.25   -6.19
198610    4.87    6.16    4.97    4.93    6.03    6.71    3.95    6.13    4.23    6.20    5.82    6.40    6.97    5.56    2.82    5.59    6.62    4.45    3.97
198611    0.04    1.16    1.68    2.29    0.79    1.38    1.62    3.08    1.76    1.29    0.14    1.78    1.05    0.38    2.52    2.54    3.55    1.52    2.05
198612   -4.45   -1.85   -2.79   -2.73   -2.52   -2.36   -2.48   -3.19   -2.30   -2.79   -2.17   -0.70   -3.75   -2.60   -2.39   -2.59   -3.72   -1.88   -2.80
198701   16.21   13.24   13.20   11.00   12.50   13.43   13.23   12.47   10.89   13.56   11.07   14.47   12.52   13.81   12.83   13.82   11.27   10.89   10.89
198702    9.87    8.73    5.13   -0.05    9.55    7.53    4.75    3.41   -1.44   10.53    8.19    7.38    7.66    5.64    4.11    3.55    3.27   -1.39   -1.49
198703    0.76    0.87    2.22    3.17    1.16    1.03    2.64    1.89    3.66    1.50    0.68    0.38    1.61    1.99    3.09    1.72    2.05    3.45    3.91
198704   -1.18   -1.91   -1.82   -1.35   -2.24   -2.15   -1.89   -1.04   -1.26   -2.17   -2.33   -1.35   -2.86   -4.96    0.27   -0.50   -1.54   -1.55   -0.91
198705   -0.13    1.66    0.12    0.69    1.76    1.27   -0.28    0.67    0.52    1.95    1.49    1.49    1.07   -0.86    0.10    0.23    1.07    1.16   -0.25
198706    0.66    4.37    5.52    4.83    4.50    5.25    5.02    5.74    4.60    5.05    3.71    4.16    6.23    5.24    4.87    6.15    5.35    5.03    4.08
198707    3.54    6.12    4.94    2.32    6.16    5.87    5.49    3.34    1.93    5.15    7.44    6.04    5.69    5.51    5.48    3.59    3.02    3.57   -1.54
198708    3.86    4.59    3.67    4.11    4.77    3.63    2.49    5.24    4.08    5.94    3.33    4.26    2.96    2.30    2.64    6.11    4.15    4.25    3.72
198709   -1.12   -2.16   -2.31   -2.33   -2.44   -1.43   -1.36   -4.14   -1.60   -3.69   -0.84   -1.64   -1.20   -0.60   -1.95   -4.52   -3.65   -1.57   -1.67
198710  -30.48  -25.36  -23.33  -15.32  -26.37  -23.71  -24.52  -20.69  -12.56  -26.73  -25.93  -23.51  -23.93  -25.15  -24.01  -20.97  -20.35  -15.10   -6.84
198711   -8.09   -7.94   -7.42   -6.69   -7.87   -7.65   -7.08   -8.19   -5.86   -8.17   -7.50   -8.07   -7.22   -7.61   -6.67   -8.07   -8.34   -7.36   -2.81
198712    9.99    9.40    7.80    3.66   10.82    7.63    8.65    6.09    2.47   11.08   10.49    6.93    8.40    8.05    9.13    6.08    6.11    3.60    0.27
198801    1.09    1.14    3.96    9.13    1.53    2.07    4.53    5.11    9.82    1.82    1.17    0.44    3.82    4.30    4.71    3.05    7.74    9.64   10.19
198802    7.95    7.24    5.64    2.05    6.76    7.42    5.87    4.67    0.73    6.03    7.68    8.11    6.70    5.83    5.90    4.63    4.71    1.88   -1.60
198803    0.89   -1.93   -2.52   -2.26   -1.66   -2.15   -2.36   -2.13   -3.00   -1.74   -1.55   -2.43   -1.85   -2.39   -2.34   -3.19   -0.83   -2.95   -3.09
198804    2.56    0.13    0.55    1.58    0.51   -0.56    0.85    1.72    0.86    0.45    0.57   -0.55   -0.57    0.09    1.42    0.70    2.95    1.64   -0.77
198805   -2.21   -0.26    0.04    2.05   -0.35    0.00    0.02    0.13    3.02   -0.34   -0.37   -0.10    0.10    0.34   -0.21    0.04    0.25    2.58    3.98
198806    8.04    5.99    6.17    2.42    6.77    5.19    5.70    4.91    2.48    6.19    7.50    4.55    5.87    5.91    5.54    7.18    2.29    2.45    2.55
198807   -2.73   -1.99   -1.13    1.18   -2.01   -1.29   -1.51    0.79    0.33   -1.34   -2.79   -1.93   -0.84   -1.79   -1.27   -0.78    2.35    0.49   -0.02
198808   -4.44   -4.00   -2.81   -1.28   -4.58   -2.65   -1.53   -2.74   -1.56   -5.06   -4.01   -2.65   -2.65   -0.70   -2.22   -4.67   -0.89   -1.95   -0.74
198809    3.38    4.77    4.48    3.04    5.23    4.09    4.86    3.17    3.54    5.35    5.10    3.70    4.35    3.36    6.13    4.03    2.37    4.12    2.31
198810   -1.51    0.34    2.46    3.08    0.04    1.09    1.68    4.17    2.47   -0.99    1.22    1.04    1.11    1.34    1.96    4.44    3.91    2.97    1.38
198811   -3.07   -2.44   -1.87   -0.65   -2.44   -2.52   -1.96   -0.84   -0.84   -2.25   -2.65   -2.45   -2.57   -3.04   -1.06   -1.30   -0.40   -0.88   -0.74
198812    4.47    3.87    1.80    0.81    3.87    2.01    2.30    1.32    0.71    4.11    3.59    3.87    0.81    2.44    2.18    1.73    0.94    0.53    1.10
198901    7.85    5.93    7.18    5.90    6.31    6.97    6.67    6.79    5.50    5.98    6.70    5.02    8.26    6.33    6.94    7.20    6.42    6.16    4.03
198902   -0.55   -1.69   -2.14   -1.49   -1.72   -1.87   -1.99   -1.83   -1.64   -1.72   -1.72   -1.62   -2.03   -1.70   -2.23   -2.41   -1.31   -2.00   -0.81
198903    1.42    2.03    1.91    2.98    1.70    3.15    2.35    2.08    2.49    1.70    1.69    2.81    3.38    2.62    2.14    0.35    3.62    3.27    0.73
198904    6.43    5.65    5.03    4.32    6.05    5.50    5.40    3.82    4.72    6.64    5.39    4.70    6.03    4.12    6.43    3.84    3.81    5.50    2.91
198905    5.37    4.79    3.66    3.88    4.95    4.01    4.65    2.64    4.46    3.74    6.34    4.41    3.74    3.27    5.74    2.14    3.10    4.25    4.96
198906   -2.96   -0.38   -1.07    0.69   -0.54   -0.74   -1.53    0.15    0.79   -0.95   -0.08   -0.01   -1.21   -2.53   -0.75   -0.28    0.55   -0.39    3.56
198907    5.48    8.27   10.29    5.76    8.45   10.74   10.03    7.10    5.71    8.42    8.49    7.88   12.83    9.58   10.31    8.70    5.81    5.70    5.74
